municipio,cases,deaths,recovered,download_Date,ccaa,poblacion,codmun
"
    SANTA COLOMA DE FARNERS
",733,36,NA,2021-01-06,Cataluña,NA,NA
"
    SANTA CRISTINA D'ARO
",235,4,NA,2021-01-06,Cataluña,NA,NA
"
    SANTA LLOGAIA D'ÀLGUEMA
",25,0,NA,2021-01-06,Cataluña,NA,NA
"
    SANT ANIOL DE FINESTRES
",4,0,NA,2021-01-06,Cataluña,NA,NA
"
    SANTA PAU
",43,0,NA,2021-01-06,Cataluña,NA,NA
"
    SANT JOAN LES FONTS
",156,2,NA,2021-01-06,Cataluña,NA,NA
"
    SARRIÀ DE TER
",299,7,NA,2021-01-06,Cataluña,NA,NA
"
    SAUS, CAMALLERA I LLAMPAIES
",16,0,NA,2021-01-06,Cataluña,NA,NA
"
    LA SELVA DE MAR
",3,0,NA,2021-01-06,Cataluña,NA,NA
"
    LA CELLERA DE TER
",111,0,NA,2021-01-06,Cataluña,NA,NA
"
    SERINYÀ
",60,2,NA,2021-01-06,Cataluña,NA,NA
"
    SERRA DE DARÓ
",7,0,NA,2021-01-06,Cataluña,NA,NA
"
    SETCASES
",1,0,NA,2021-01-06,Cataluña,NA,NA
"
    SILS
",239,14,NA,2021-01-06,Cataluña,NA,NA
"
    SUSQUEDA
",3,0,NA,2021-01-06,Cataluña,NA,NA
"
    LA TALLADA D'EMPORDÀ
",4,0,NA,2021-01-06,Cataluña,NA,NA
"
    TERRADES
",26,2,NA,2021-01-06,Cataluña,NA,NA
"
    TORRENT
",12,0,NA,2021-01-06,Cataluña,NA,NA
"
    TORROELLA DE FLUVIÀ
",30,1,NA,2021-01-06,Cataluña,NA,NA
"
    TORROELLA DE MONTGRÍ
",555,10,NA,2021-01-06,Cataluña,NA,NA
"
    TORTELLÀ
",23,1,NA,2021-01-06,Cataluña,NA,NA
"
    TOSES
",2,0,NA,2021-01-06,Cataluña,NA,NA
"
    TOSSA DE MAR
",242,16,NA,2021-01-06,Cataluña,NA,NA
"
    ULTRAMORT
",7,0,NA,2021-01-06,Cataluña,NA,NA
"
    ULLÀ
",65,0,NA,2021-01-06,Cataluña,NA,NA
"
    ULLASTRET
",7,0,NA,2021-01-06,Cataluña,NA,NA
"
    URÚS
",5,0,NA,2021-01-06,Cataluña,NA,NA
"
    LA VALL D'EN BAS
",119,3,NA,2021-01-06,Cataluña,NA,NA
"
    LA VALL DE BIANYA
",57,0,NA,2021-01-06,Cataluña,NA,NA
"
    VALL-LLOBREGA
",32,2,NA,2021-01-06,Cataluña,NA,NA
"
    VENTALLÓ
",42,1,NA,2021-01-06,Cataluña,NA,NA
"
    VERGES
",44,0,NA,2021-01-06,Cataluña,NA,NA
"
    VIDRÀ
",14,0,NA,2021-01-06,Cataluña,NA,NA
"
    VIDRERES
",277,6,NA,2021-01-06,Cataluña,NA,NA
"
    VILABERTRAN
",47,1,NA,2021-01-06,Cataluña,NA,NA
"
    VILABLAREIX
",154,1,NA,2021-01-06,Cataluña,NA,NA
"
    VILADASENS
",6,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILADAMAT
",14,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILADEMULS
",72,11,NA,2021-01-06,Cataluña,NA,NA
"
    VILADRAU
",53,1,NA,2021-01-06,Cataluña,NA,NA
"
    VILAFANT
",350,6,NA,2021-01-06,Cataluña,NA,NA
"
    VILAÜR
",5,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILAJUÏGA
",27,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILALLONGA DE TER
",15,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILAMACOLUM
",16,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILAMALLA
",50,1,NA,2021-01-06,Cataluña,NA,NA
"
    VILAMANISCLE
",8,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILANANT
",15,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILA-SACRA
",40,2,NA,2021-01-06,Cataluña,NA,NA
"
    VILOPRIU
",2,0,NA,2021-01-06,Cataluña,NA,NA
"
    VILOBÍ D'ONYAR
",163,2,NA,2021-01-06,Cataluña,NA,NA
"
    BIURE
",10,0,NA,2021-01-06,Cataluña,NA,NA
"
    CRUÏLLES, MONELLS I SANT SADURNÍ DE L'HE
",37,0,NA,2021-01-06,Cataluña,NA,NA
"
    FORALLAC
",53,4,NA,2021-01-06,Cataluña,NA,NA
"
    SANT JULIÀ DEL LLOR I BONMATÍ
",63,0,NA,2021-01-06,Cataluña,NA,NA
"
    ABRERA
",501,24,NA,2021-01-06,Cataluña,NA,NA
"
    AGUILAR DE SEGARRA
",8,0,NA,2021-01-06,Cataluña,NA,NA
"
    AIGUAFREDA
",103,7,NA,2021-01-06,Cataluña,NA,NA
"
    ALELLA
",455,37,NA,2021-01-06,Cataluña,NA,NA
"
    ALPENS
",3,0,NA,2021-01-06,Cataluña,NA,NA
"
    L'AMETLLA DEL VALLÈS
",404,45,NA,2021-01-06,Cataluña,NA,NA
"
    ARENYS DE MAR
",734,53,NA,2021-01-06,Cataluña,NA,NA
"
    ARENYS DE MUNT
",393,27,NA,2021-01-06,Cataluña,NA,NA
"
    ARGENÇOLA
",3,0,NA,2021-01-06,Cataluña,NA,NA
"
    ARGENTONA
",569,21,NA,2021-01-06,Cataluña,NA,NA
"
    ARTÉS
",347,23,NA,2021-01-06,Cataluña,NA,NA
"
    AVIÀ
",118,9,NA,2021-01-06,Cataluña,NA,NA
"
    AVINYÓ
",84,3,NA,2021-01-06,Cataluña,NA,NA
"
    AVINYONET DEL PENEDÈS
",61,2,NA,2021-01-06,Cataluña,NA,NA
"
    BADALONA
",12668,336,NA,2021-01-06,Cataluña,NA,NA
"
    BADIA DEL VALLÈS
",556,19,NA,2021-01-06,Cataluña,NA,NA
"
    BAGÀ
",154,38,NA,2021-01-06,Cataluña,NA,NA
"
    BALENYÀ
",164,14,NA,2021-01-06,Cataluña,NA,NA
"
    BALSARENY
",152,16,NA,2021-01-06,Cataluña,NA,NA
"
    BARBERÀ DEL VALLÈS
",1446,85,NA,2021-01-06,Cataluña,NA,NA
"
    BARCELONA
",90280,5438,NA,2021-01-06,Cataluña,NA,NA
"
    BEGUES
",353,11,NA,2021-01-06,Cataluña,NA,NA
"
    BELLPRAT
",2,0,NA,2021-01-06,Cataluña,NA,NA
"
    BERGA
",1193,64,NA,2021-01-06,Cataluña,NA,NA
"
    BIGUES I RIELLS
",300,8,NA,2021-01-06,Cataluña,NA,NA
"
    BORREDÀ
",30,2,NA,2021-01-06,Cataluña,NA,NA
"
    EL BRUC
",107,1,NA,2021-01-06,Cataluña,NA,NA
"
    EL BRULL
",11,1,NA,2021-01-06,Cataluña,NA,NA
"
    LES CABANYES
",62,3,NA,2021-01-06,Cataluña,NA,NA
"
    CABRERA D'ANOIA
",40,0,NA,2021-01-06,Cataluña,NA,NA
"
    CABRERA DE MAR
",149,5,NA,2021-01-06,Cataluña,NA,NA
"
    CABRILS
",284,6,NA,2021-01-06,Cataluña,NA,NA
"
    CALAF
",142,10,NA,2021-01-06,Cataluña,NA,NA
"
    CALDERS
",34,1,NA,2021-01-06,Cataluña,NA,NA
"
    CALDES DE MONTBUI
",696,46,NA,2021-01-06,Cataluña,NA,NA
"
    CALDES D'ESTRAC
",140,9,NA,2021-01-06,Cataluña,NA,NA
"
    CALELLA
",907,58,NA,2021-01-06,Cataluña,NA,NA
"
    CALLDETENES
",229,14,NA,2021-01-06,Cataluña,NA,NA
"
    CALLÚS
",125,22,NA,2021-01-06,Cataluña,NA,NA
"
    CALONGE DE SEGARRA
",0,0,NA,2021-01-06,Cataluña,NA,NA
"
    CAMPINS
",21,0,NA,2021-01-06,Cataluña,NA,NA
"
    CANET DE MAR
",713,55,NA,2021-01-06,Cataluña,NA,NA
"
    CANOVELLES
",1270,26,NA,2021-01-06,Cataluña,NA,NA
"
    CÀNOVES I SAMALÚS
",91,4,NA,2021-01-06,Cataluña,NA,NA
"
    CANYELLES
",113,3,NA,2021-01-06,Cataluña,NA,NA
"
    CAPELLADES
",269,42,NA,2021-01-06,Cataluña,NA,NA
"
    CAPOLAT
",1,0,NA,2021-01-06,Cataluña,NA,NA
"
    CARDEDEU
",676,20,NA,2021-01-06,Cataluña,NA,NA
"
    CARDONA
",281,38,NA,2021-01-06,Cataluña,NA,NA
"
    CARME
",36,2,NA,2021-01-06,Cataluña,NA,NA
"
    CASSERRES
",59,6,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELL DE L'ARENY
",0,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLAR DE N'HUG
",0,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLAR DEL RIU
",6,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLAR DEL VALLÈS
",1037,47,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLBELL I EL VILAR
",129,5,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLBISBAL
",504,7,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLCIR
",19,2,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLDEFELS
",2650,112,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLET I LA GORNAL
",54,1,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLFOLLIT DE RIUBREGÓS
",3,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLFOLLIT DEL BOIX
",9,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLGALÍ
",146,19,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLNOU DE BAGES
",56,1,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLOLÍ
",23,3,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLTERÇOL
",107,6,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLVÍ DE LA MARCA
",42,0,NA,2021-01-06,Cataluña,NA,NA
"
    CASTELLVÍ DE ROSANES
",121,5,NA,2021-01-06,Cataluña,NA,NA
"
    CENTELLES
",378,18,NA,2021-01-06,Cataluña,NA,NA
"
    CERCS
",71,4,NA,2021-01-06,Cataluña,NA,NA
"
    CERDANYOLA DEL VALLÈS
",2905,123,NA,2021-01-06,Cataluña,NA,NA
"
    CERVELLÓ
",422,24,NA,2021-01-06,Cataluña,NA,NA
"
    COLLBATÓ
",182,6,NA,2021-01-06,Cataluña,NA,NA
"
    COLLSUSPINA
",9,0,NA,2021-01-06,Cataluña,NA,NA
"
    COPONS
",11,1,NA,2021-01-06,Cataluña,NA,NA
"
    CORBERA DE LLOBREGAT
",710,41,NA,2021-01-06,Cataluña,NA,NA
"
    CORNELLÀ DE LLOBREGAT
",5430,265,NA,2021-01-06,Cataluña,NA,NA
"
    CUBELLES
",513,18,NA,2021-01-06,Cataluña,NA,NA
"
    DOSRIUS
",138,1,NA,2021-01-06,Cataluña,NA,NA
"
    ESPARREGUERA
",902,23,NA,2021-01-06,Cataluña,NA,NA
"
    ESPLUGUES DE LLOBREGAT
",3038,107,NA,2021-01-06,Cataluña,NA,NA
"
    L'ESPUNYOLA
",6,0,NA,2021-01-06,Cataluña,NA,NA
"
    L'ESTANY
",46,5,NA,2021-01-06,Cataluña,NA,NA
"
    FIGARÓ-MONTMANY
",65,12,NA,2021-01-06,Cataluña,NA,NA
"
    FÍGOLS
",0,0,NA,2021-01-06,Cataluña,NA,NA
"
    FOGARS DE TORDERA
",38,2,NA,2021-01-06,Cataluña,NA,NA
"
    FOGARS DE MONTCLÚS
",7,0,NA,2021-01-06,Cataluña,NA,NA
"
    FOLGUEROLES
",149,3,NA,2021-01-06,Cataluña,NA,NA
"
    FONOLLOSA
",69,1,NA,2021-01-06,Cataluña,NA,NA
"
    FONT-RUBÍ
",66,2,NA,2021-01-06,Cataluña,NA,NA
"
    LES FRANQUESES DEL VALLÈS
",1075,24,NA,2021-01-06,Cataluña,NA,NA
"
    GAIÀ
",14,1,NA,2021-01-06,Cataluña,NA,NA
"
    GALLIFA
",6,1,NA,2021-01-06,Cataluña,NA,NA
"
    LA GARRIGA
",855,59,NA,2021-01-06,Cataluña,NA,NA
"
    GAVÀ
",2199,100,NA,2021-01-06,Cataluña,NA,NA
"
    GELIDA
",305,11,NA,2021-01-06,Cataluña,NA,NA
"
    GIRONELLA
",319,14,NA,2021-01-06,Cataluña,NA,NA
"
    GISCLARENY
",1,0,NA,2021-01-06,Cataluña,NA,NA
"
    LA GRANADA
",75,4,NA,2021-01-06,Cataluña,NA,NA
"
    GRANERA
",1,0,NA,2021-01-06,Cataluña,NA,NA
"
    GRANOLLERS
",3996,117,NA,2021-01-06,Cataluña,NA,NA
"
    GUALBA
",36,0,NA,2021-01-06,Cataluña,NA,NA
"
    GUARDIOLA DE BERGUEDÀ
",38,3,NA,2021-01-06,Cataluña,NA,NA
"
    GURB
",172,7,NA,2021-01-06,Cataluña,NA,NA
"
    L'HOSPITALET DE LLOBREGAT
",20351,694,NA,2021-01-06,Cataluña,NA,NA
"
    ELS HOSTALETS DE PIEROLA
",93,11,NA,2021-01-06,Cataluña,NA,NA
"
    IGUALADA
",2420,235,NA,2021-01-06,Cataluña,NA,NA
"
    JORBA
",33,4,NA,2021-01-06,Cataluña,NA,NA
"
    LA LLACUNA
",23,4,NA,2021-01-06,Cataluña,NA,NA
"
    LA LLAGOSTA
",819,18,NA,2021-01-06,Cataluña,NA,NA
"
    LLIÇÀ D'AMUNT
",591,13,NA,2021-01-06,Cataluña,NA,NA
"
    LLIÇÀ DE VALL
",284,10,NA,2021-01-06,Cataluña,NA,NA
"
    LLINARS DEL VALLÈS
",584,40,NA,2021-01-06,Cataluña,NA,NA
"
    LLUÇÀ
",6,0,NA,2021-01-06,Cataluña,NA,NA
"
    MALGRAT DE MAR
",833,45,NA,2021-01-06,Cataluña,NA,NA
"
    MALLA
",4,0,NA,2021-01-06,Cataluña,NA,NA
"
    MANLLEU
",1821,67,NA,2021-01-06,Cataluña,NA,NA
"
    MANRESA
",4694,223,NA,2021-01-06,Cataluña,NA,NA
"
    MARGANELL
",8,0,NA,2021-01-06,Cataluña,NA,NA
"
    MARTORELL
",1974,61,NA,2021-01-06,Cataluña,NA,NA
"
    MARTORELLES
",168,6,NA,2021-01-06,Cataluña,NA,NA
"
    LES MASIES DE RODA
",48,0,NA,2021-01-06,Cataluña,NA,NA
"
    LES MASIES DE VOLTREGÀ
",177,9,NA,2021-01-06,Cataluña,NA,NA
"
    EL MASNOU
",898,40,NA,2021-01-06,Cataluña,NA,NA
"
    MASQUEFA
",328,6,NA,2021-01-06,Cataluña,NA,NA
"
    MATADEPERA
",524,18,NA,2021-01-06,Cataluña,NA,NA
"
    MATARÓ
",6895,167,NA,2021-01-06,Cataluña,NA,NA
"
    MEDIONA
",134,31,NA,2021-01-06,Cataluña,NA,NA
"
    MOIÀ
",329,21,NA,2021-01-06,Cataluña,NA,NA
"
    MOLINS DE REI
",1206,42,NA,2021-01-06,Cataluña,NA,NA
"
    MOLLET DEL VALLÈS
",3215,129,NA,2021-01-06,Cataluña,NA,NA
"
    MONISTROL DE CALDERS
",45,2,NA,2021-01-06,Cataluña,NA,NA
"
    MONISTROL DE MONTSERRAT
",113,6,NA,2021-01-06,Cataluña,NA,NA
"
    MONTCADA I REIXAC
",1922,50,NA,2021-01-06,Cataluña,NA,NA
"
    MONTCLAR
",1,0,NA,2021-01-06,Cataluña,NA,NA
"
    MONTESQUIU
",64,9,NA,2021-01-06,Cataluña,NA,NA
"
    MONTGAT
",474,9,NA,2021-01-06,Cataluña,NA,NA
"
    MONTMAJOR
",2,3,NA,2021-01-06,Cataluña,NA,NA
"
    MONTMANEU
",8,0,NA,2021-01-06,Cataluña,NA,NA
"
    MONTMELÓ
",382,9,NA,2021-01-06,Cataluña,NA,NA
"
    MONTORNÈS DEL VALLÈS
",853,22,NA,2021-01-06,Cataluña,NA,NA
"
    MONTSENY
",12,0,NA,2021-01-06,Cataluña,NA,NA
"
    MUNTANYOLA
",15,1,NA,2021-01-06,Cataluña,NA,NA
"
    MURA
",2,0,NA,2021-01-06,Cataluña,NA,NA
"
    NAVARCLES
",357,55,NA,2021-01-06,Cataluña,NA,NA
"
    NAVÀS
",374,31,NA,2021-01-06,Cataluña,NA,NA
"
    LA NOU DE BERGUEDÀ
",12,1,NA,2021-01-06,Cataluña,NA,NA
"
    ÒDENA
",175,9,NA,2021-01-06,Cataluña,NA,NA
"
    OLÈRDOLA
",119,2,NA,2021-01-06,Cataluña,NA,NA
"
    OLESA DE BONESVALLS
",57,1,NA,2021-01-06,Cataluña,NA,NA
